Accuracy,Precision,Recall,F1,ROC_AUC,run
0.7057163020465773,0.6299862448418156,0.447702834799609,0.5234285714285715,0.7401288854415803,1
0.7095977417078334,0.6396648044692738,0.447702834799609,0.5267395054629097,0.7357335669442685,2
0.6965419901199718,0.6207407407407407,0.4095796676441838,0.49352179034157834,0.7346567328042543,3
0.700423429781228,0.6271929824561403,0.41935483870967744,0.5026362038664324,0.7363564574693696,4
0.7067748764996471,0.6415929203539823,0.4252199413489736,0.5114638447971781,0.7412143558453742,5
0.7053634438955539,0.6354466858789626,0.4310850439882698,0.5136866627839255,0.7383384800067795,6
0.7050105857445307,0.6337625178826896,0.43304007820136853,0.5145180023228804,0.7386866293903932,7
0.7035991531404375,0.6347569955817378,0.42130987292277616,0.5064629847238543,0.7382294471765625,8
0.7106563161609033,0.6494845360824743,0.4310850439882698,0.518213866039953,0.7393656556300613,9
0.7092448835568101,0.6383866481223922,0.44868035190615835,0.5269804822043628,0.7396884359888225,10
